ANNOSCOLASTICO;AREAGEOGRAFICA;CAPSCUOLA;CODICECOMUNESCUOLA;CODICEISTITUTORIFERIMENTO;CODICESCUOLA;DENOMINAZIONEISTITUTORIFERIMENTO;DENOMINAZIONESCUOLA;DESCRIZIONECARATTERISTICASCUOLA;DESCRIZIONECOMUNE;DESCRIZIONETIPOLOGIAGRADOISTRUZIONESCUOLA;INDICAZIONESEDEDIRETTIVO;INDICAZIONESEDEOMNICOMPRENSIVO;INDIRIZZOEMAILSCUOLA;INDIRIZZOPECSCUOLA;INDIRIZZOSCUOLA;PROVINCIA;REGIONE;SITOWEBSCUOLA;LONGITUDINE;LATITUDINE
201516;NORD EST;36040;I867;VIIC89000E;VIMM89001G;I.C.  VAL LIONA   SOSSANO;SMS SOSSANO;Non Disponibile;SOSSANO;SCUOLA PRIMO GRADO;NO;Non Disponibile;VIIC89000E@istruzione.it;Non Disponibile;VIA S.G.BOSCO,  1;VICENZA;VENETO;www.icsossano.it; 1.13900159E7;4,54E+22
201516;NORD EST;36031;D379;VIIC86000P;VIEE860062;IC DUEVILLE RONCALLI;DUEVILLE-VIA DEI BERSAGLIERI;Non Disponibile;DUEVILLE;SCUOLA PRIMARIA;NO;Non Disponibile;VIIC86000P@istruzione.it;Non Disponibile;VIA DEI BERSAGLIERI 8;VICENZA;VENETO;ICRONCALLI.IT; 1.155421E7;4,56E+14
201516;NORD EST;36100;L840;VITD09000X;VITD09000X;ITC G. PIOVENE;ITC G. PIOVENE;Non Disponibile;VICENZA;ISTITUTO TECNICO COMMERCIALE;SI;Non Disponibile;VITD09000X@istruzione.it;vitd09000x@pec.istruzione.it;CORSO SS.  FELICE E FORTUNATO 225;VICENZA;VENETO;www.itcpiovene.it; 1.15357007E7;4,55E+15
201516;NORD EST;37066;I821;VRIC85400Q;VRIC85400Q;IC  SOMMACAMPAGNA;IC  SOMMACAMPAGNA;Non Disponibile;SOMMACAMPAGNA;ISTITUTO COMPRENSIVO;SI;Non Disponibile;VRIC85400Q@istruzione.it;vric85400q@pec.istruzione.it;VIA BASSA, 6;VERONA;VENETO;Non Disponibile; 1.08457729E7;4,54E+15
201516;NORD EST;30015;C638;VEIC853008;VEIC853008;I.C. CHIOGGIA 2;I.C. CHIOGGIA 2;Non Disponibile;CHIOGGIA;ISTITUTO COMPRENSIVO;SI;Non Disponibile;VEIC853008@istruzione.it;veic853008@pec.istruzione.it;VIA S. MARCO 25;VENEZIA;VENETO;Non Disponibile; 1.2292037799999999E7;4,52E+15
201516;NORD EST;35010;L900;PDIC84900E;PDEE84901L;I.C. VIGONZA DON L. MILANI;VIGONZA-CODIVERNO;Non Disponibile;VIGONZA;SCUOLA PRIMARIA;NO;Non Disponibile;PDIC84900E@istruzione.it;Non Disponibile;VIA CAMPOLINO,2;PADOVA;VENETO;www.donlorenzomilanivigonza.net; 1.194913E7;4,55E+13
201516;NORD EST;32047;I421;BLIC82500Q;BLAA82504Q;IC S. STEFANO DI CADORE;SCUOLA MATERNA SAPPADA;Non Disponibile;SAPPADA;SCUOLA INFANZIA;NO;Non Disponibile;BLIC82500Q@istruzione.it;Non Disponibile;BORGATA BACH, 181;BELLUNO;VENETO;www.icsantostefanodicadore.it; 1.26866817E7;4,66E+23
201516;NORD EST;31056;H523;TVIC875005;TVIC875005;IC RONCADE;IC RONCADE;Non Disponibile;RONCADE;ISTITUTO COMPRENSIVO;SI;Non Disponibile;TVIC875005@istruzione.it;tvic875005@pec.istruzione.it;VIA VIVALDI 24;TREVISO;VENETO;Non Disponibile; 1.23809647E7;4,56E+15
201516;NORD EST;31015;C957;TVIC86900T;TVAA86902Q;IC CONEGLIANO 1 GRAVA;MATTEOTTI;Non Disponibile;CONEGLIANO;SCUOLA INFANZIA;NO;Non Disponibile;TVIC86900T@istruzione.it;Non Disponibile;S. GIUSEPPE, 4;TREVISO;VENETO;www.icconegliano1grava.gov.it; 1.2308517E7;4,59E+14
201516;NORD EST;37018;E848;VRIC84100N;VREE84101Q;IC MALCESINE;MALCESINE;DI MONTAGNA;MALCESINE;SCUOLA PRIMARIA;NO;Non Disponibile;VRIC84100N@istruzione.it;Non Disponibile;VIA NAVENE VECCHIA 34;VERONA;VENETO;www.icsmalcesine.gov.it; 1.0820599999999998E7;4,58E+22
201516;NORD EST;36071;A459;VIIC87900Q;VIEE87901T;I.C. 2  GOFFREDO  PARISE;SAN BORTOLO;Non Disponibile;ARZIGNANO;SCUOLA PRIMARIA;NO;Non Disponibile;VIIC87900Q@istruzione.it;Non Disponibile;VIA UMBRIA 10;VICENZA;VENETO;www.icparise.gov.it; 1.1337544899999999E7;4,55E+23
201516;NORD EST;35124;G224;PDIC88600D;PDMM88601E;IX IC DI PADOVA CURBASTRO;MARSILIO DA PADOVA - IX I.C.;Non Disponibile;PADOVA;SCUOLA PRIMO GRADO;NO;Non Disponibile;PDIC88600D@istruzione.it;Non Disponibile;VIA DELL'ORNA, 21;PADOVA;VENETO;http://www.nonoicpadova.gov.it; 0.0; 0.0
201516;NORD EST;35045;G167;PDIC831009;PDMM83104D;ISTITUTO COMPRENSIVO  PONSO;OSPEDALETTO SEZ. DI PONSO;Non Disponibile;OSPEDALETTO EUGANEO;SCUOLA PRIMO GRADO;NO;Non Disponibile;PDIC831009@istruzione.it;Non Disponibile;VIA ALDO MORO, 4;PADOVA;VENETO;www.ic-ponso.it; 1.1610188299999999E7;4,52E+15
201516;NORD EST;31053;G645;TVIC84200T;TVIC84200T;IC PIEVE DI SOLIGO;IC PIEVE DI SOLIGO;Non Disponibile;PIEVE DI SOLIGO;ISTITUTO COMPRENSIVO;SI;Non Disponibile;TVIC84200T@istruzione.it;tvic84200t@pec.istruzione.it;VIA BATTISTELLA  3;TREVISO;VENETO;Non Disponibile; 1.2168607E7;4,59E+14
201516;NORD EST;31037;E692;TVIC824008;TVEE82402B;IC LORIA E CASTELLO DI GODEGO;GIACOMO ZANELLA - CASTIONE;Non Disponibile;LORIA;SCUOLA PRIMARIA;NO;Non Disponibile;TVIC824008@istruzione.it;Non Disponibile;VIA CASTIGLIONE, 4;TREVISO;VENETO;www.icloria.it; 1.18319615E7;4,57E+15
201516;NORD OVEST;25018;F471;BSIC8AN003;BSEE8AN037;IC I MONTICHIARI;MONTICHIARI LOC. BORGOSOTTO;Non Disponibile;MONTICHIARI;SCUOLA PRIMARIA;NO;Non Disponibile;BSIC8AN003@istruzione.it;Non Disponibile;VIA VITTORIO VENETO, 8;BRESCIA;LOMBARDIA;www.ic1montichiari.gov.it; 1.039041E7;4,54E+22
201516;NORD EST;37129;L781;VRIC88900P;VREE88902T;IC VR 18 VERONETTA- PORTO;RUBELE B.;Non Disponibile;VERONA;SCUOLA PRIMARIA;NO;Non Disponibile;VRIC88900P@istruzione.it;Non Disponibile;VIA INTERRATO ACQUA MORTA, 68;VERONA;VENETO;www.comprensivovr18.it; 1.100391E7;4,54E+13
201516;NORD EST;37020;F861;VRIC86400A;VREE86403E;IC NEGRAR;FANE;Non Disponibile;NEGRAR;SCUOLA PRIMARIA;NO;Non Disponibile;VRIC86400A@istruzione.it;Non Disponibile;VIA CHIESA;VERONA;VENETO;www.icnegrar.org; 1.0911893799999999E7;4,55E+22
201516;NORD EST;35017;G688;PDIC86300R;PDEE86301V;DI PIOMBINO DESE;PIOMBINO DESE-A. STIFFONI;Non Disponibile;PIOMBINO DESE;SCUOLA PRIMARIA;NO;Non Disponibile;PDIC86300R@istruzione.it;Non Disponibile;VIA DANTE 11;PADOVA;VENETO;http//www.icpiombinodese.it.gov; 1.19940959E7;4,56E+23
201516;NORD EST;45018;G923;ROIC81300L;ROIC81300L;PORTO TOLLE;PORTO TOLLE;Non Disponibile;PORTO TOLLE;ISTITUTO COMPRENSIVO;SI;Non Disponibile;ROIC81300L@istruzione.it;roic81300l@pec.istruzione.it;VIA BRUNETTI, 17;ROVIGO;VENETO;Non Disponibile; 1.23309966E7;4,49E+14
201516;NORD EST;37054;F918;VRIC857007;VREE85702A;IC NOGARA;CASELLE;Non Disponibile;NOGARA;SCUOLA PRIMARIA;NO;Non Disponibile;VRIC857007@istruzione.it;Non Disponibile;VIA CASELLE;VERONA;VENETO;www.icnogara.gov.it; 1.10721456E7;4,52E+15
201516;NORD EST;37128;L781;VRIC880008;VREE88002B;IC VR 09 VALDONEGA;NIEVO IPPOLITO;Non Disponibile;VERONA;SCUOLA PRIMARIA;NO;Non Disponibile;VRIC880008@istruzione.it;Non Disponibile;VIA IPPOLITO NIEVO 1;VERONA;VENETO;www.istitutocomprensivovaldonega.it; 1.0997468299999999E7;4,55E+15
201516;NORD EST;35123;G224;PDPS02000C;PDPS02000C;L.S. FERMI-PD;L.S. FERMI-PD;Non Disponibile;PADOVA;LICEO SCIENTIFICO;SI;Non Disponibile;PDPS02000C@istruzione.it;pdps02000c@pec.istruzione.it;C.SO VITTORIO EMANUELE II, 50;PADOVA;VENETO;http://www.liceofermipadova.gov.it; 1.1873699400000002E7;4,54E+15
201516;NORD EST;36070;L433;VIIC819004;VIEE819016;IC  A. FOGAZZARO TRISSINO;TRISSINO - CAP.;Non Disponibile;TRISSINO;SCUOLA PRIMARIA;NO;Non Disponibile;VIIC819004@istruzione.it;Non Disponibile;VIA DANTE;VICENZA;VENETO;www.icsfogazzarotrissino.it; 1.1371134200000001E7;4,56E+15
201516;NORD EST;36065;F829;VIIC80700T;VIMM80701V;IC MUSSOLENTE  GIARDINO;SMS GIARDINO MUSSOLENTE;Non Disponibile;MUSSOLENTE;SCUOLA PRIMO GRADO;NO;Non Disponibile;VIIC80700T@istruzione.it;Non Disponibile;VIA        PIO X               2;VICENZA;VENETO;www.comprensivomussolente.com; 1.1802579999999998E7;4,58E+22
201516;NORD EST;32033;E429;BLIC815005;BLMM815016;IC LAMON  MONS. F. FIORENZA;MONS. F. FIORENZA LAMON;Non Disponibile;LAMON;SCUOLA PRIMO GRADO;NO;Non Disponibile;BLIC815005@istruzione.it;Non Disponibile;VIA FERD, 54;BELLUNO;VENETO;www.iclamon.org; 1.174908E7;4,60E+13
201516;NORD EST;45100;H620;ROIS008009;RORC008018;I.I.S. E. DE AMICIS - ROVIGO;I.P.S.S.C.T. MARCO POLO - ROVIGO;Non Disponibile;ROVIGO;IST  PROF  PER I SERVIZI COMMERCIALI;NO;Non Disponibile;ROIS008009@istruzione.it;Non Disponibile;VIA DE GASPERI, 17;ROVIGO;VENETO;www.iisdeamicis-rovigo.gov.it; 1.1793529999999998E7;4,51E+13
201516;NORD EST;35010;B031;PDIC861005;PDEE861039;DI BORGORICCO;BORGORICCO-MAZZONETTO;Non Disponibile;BORGORICCO;SCUOLA PRIMARIA;NO;Non Disponibile;PDIC861005@istruzione.it;Non Disponibile;VIA DESMAN;PADOVA;VENETO;http://icborgoricco.net; 1.19735725E7;4,55E+23
201516;NORD EST;31049;L565;TVIS004007;TVIS004007;IS VERDI;IS VERDI;Non Disponibile;VALDOBBIADENE;ISTITUTO SUPERIORE;SI;Non Disponibile;TVIS004007@istruzione.it;tvis004007@pec.istruzione.it;VIA V.FORTUNATO, 21;TREVISO;VENETO;www.isissverdi.it; 1.1997523799999999E7;4,59E+15
201516;NORD EST;32021;A083;BLIS00600E;BLPS006011;ISTITUTO ISTRUZIONE SUPERIORE FOLLADOR;LICEO SCIENTIFICO U. FOLLADOR;Non Disponibile;AGORDO;LICEO SCIENTIFICO;NO;Non Disponibile;BLIS00600E@istruzione.it;Non Disponibile;VIA INSURREZIONE 19/A;BELLUNO;VENETO;www.follador.gov.it; 1.2032103399999999E7;4,63E+23
201516;SUD;80054;E131;NAEE142002;NAEE142079;GRAGNANO 2 - VIA V. VENETO;GRAGNANO 2 - VIA V. VENETO;Non Disponibile;GRAGNANO;SCUOLA PRIMARIA;NO;Non Disponibile;NAEE142002@istruzione.it;Non Disponibile;VIA VITTORIO VENETO;NAPOLI;CAMPANIA;www.secondocircolodidattico-gragnano.gov.it; 1.4519853399999999E7;4,07E+15
201516;NORD EST;31041;D030;TVIC85100L;TVIC85100L;IC CORNUDA;IC CORNUDA;Non Disponibile;CORNUDA;ISTITUTO COMPRENSIVO;SI;Non Disponibile;TVIC85100L@istruzione.it;tvic85100l@pec.istruzione.it;VIA VERDI 16;TREVISO;VENETO;Non Disponibile; 1.20058937E7;4,58E+15
201516;NORD EST;36050;F662;VIIC81600L;VIAA81601D;IC COSTABISSARA  UNGARETTI;IC COSTABISSARA - MONTEVIALE;Non Disponibile;MONTEVIALE;SCUOLA INFANZIA;NO;Non Disponibile;VIIC81600L@istruzione.it;Non Disponibile;VIA DONESTRA, 13;VICENZA;VENETO;www.iccostabissara.gov.it; 1.145795E7;4,56E+22
201516;NORD OVEST;13898;F993;BIIC80900X;BIEE809023;IC OCCHIEPPO E. SCHIAPARELLI;SCUOLA PRIMARIA OCCHIEPPO SUP.;Non Disponibile;OCCHIEPPO SUPERIORE;SCUOLA PRIMARIA;NO;Non Disponibile;BIIC80900X@istruzione.it;Non Disponibile;PIAZZA VITTORIO VENETO 12;BIELLA;PIEMONTE;Non Disponibile; 8004818.0;4,56E+22
201516;CENTRO;5100;L117;TREE00100C;TREE00102E;D.D. TERNI G.MAZZINI;TERNI MAZZINI - V.VENETO;Non Disponibile;TERNI;SCUOLA PRIMARIA;NO;Non Disponibile;TREE00100C@istruzione.it;Non Disponibile;VIA DELL' ANNUNZIATA 18;TERNI;UMBRIA;ddmazziniterni.it; 1.26452016E7;4,26E+15
201516;NORD EST;37054;F918;VRIC857007;VRMM857018;IC NOGARA;NOGARA - F. CIPRIANI;Non Disponibile;NOGARA;SCUOLA PRIMO GRADO;NO;Non Disponibile;VRIC857007@istruzione.it;Non Disponibile;VIA        GALILEO  GALILEI    6;VERONA;VENETO;www.icnogara.gov.it; 1.1062897E7;4,52E+23
201516;NORD EST;30014;C383;VEIC85500X;VEEE855012;I.C. CAVARZERE;DANTE ALIGHIERI;Non Disponibile;CAVARZERE;SCUOLA PRIMARIA;NO;Non Disponibile;VEIC85500X@istruzione.it;Non Disponibile;VIA DANTE ALIGHIERI, 11;VENEZIA;VENETO;www.comprensivocavarzere.it; 1.20878122E7;4,51E+15
201516;NORD EST;35031;A001;PDIC85000P;PDEE85002T;ISTIT. COMPRENS. ABANO TERME;ABANO-MANZONI;Non Disponibile;ABANO TERME;SCUOLA PRIMARIA;NO;Non Disponibile;PDIC85000P@istruzione.it;Non Disponibile;VIA QUATTRO NOVEMBRE 2;PADOVA;VENETO;www.icsabano.it; 1.18727739E7;4,54E+15
201516;NORD EST;35016;G587;PDIS01900V;PDRC01902V;I.I.S. ROLANDO DA PIAZZOLA;I.P.S.S.S. (S.A. IIS R. DA PIAZZOLA);Non Disponibile;PIAZZOLA SUL BRENTA;IST  PROF  PER I SERVIZI COMMERCIALI;NO;Non Disponibile;PDIS01900V@istruzione.it;Non Disponibile;VIA DANTE, 4;PADOVA;VENETO;www.rolandodapiazzola.it; 1.17758111E7;4,55E+15
201516;NORD EST;37012;B296;VRIC81300D;VREE81303N;IC BUSSOLENGO;CITELLA;Non Disponibile;BUSSOLENGO;SCUOLA PRIMARIA;NO;Non Disponibile;VRIC81300D@istruzione.it;Non Disponibile;VIA CITELLA 48;VERONA;VENETO;www.icbussolengo.gov.it; 1.085198E7;4,55E+12
201516;NORD EST;31015;C957;TVIC86600A;TVAA866028;IC CONEGLIANO 3 A BRUSTOLON;VIA DEI MILLE;Non Disponibile;CONEGLIANO;SCUOLA INFANZIA;NO;Non Disponibile;TVIC86600A@istruzione.it;Non Disponibile;VIA CACCIATORI DELLE ALPI 15/B;TREVISO;VENETO;www.comprensivo3conegliano.it; 1.2283401999999998E7;4,59E+22
201516;NORD EST;31100;L407;TVIC87200N;TVEE87204V;IC TREVISO 3  G.G.FELISSENT;A. FRANK;Non Disponibile;TREVISO;SCUOLA PRIMARIA;NO;Non Disponibile;TVIC87200N@istruzione.it;Non Disponibile;VIA A.L.TANDURA 3;TREVISO;VENETO;www.ic3felissent.gov.it; 1.22243352E7;4,57E+15
201516;NORD EST;45030;H996;ROIC807009;ROAA807016;ISTITUTO COMPRENSIVO VILLADOSE;MONTESSORI M. - S.MARTINO DI V.;Non Disponibile;SAN MARTINO DI VENEZZE;SCUOLA INFANZIA;NO;Non Disponibile;ROIC807009@istruzione.it;Non Disponibile;VIA D. ALIGHIERI 12;ROVIGO;VENETO;www.icvilladose.gov.it; 1.12881331E7;4,50E+15
201516;NORD EST;30122;L736;VEIC839002;VEEE839036;DANTE ALIGHIERI;GASPARE GOZZI;Non Disponibile;VENEZIA;SCUOLA PRIMARIA;NO;Non Disponibile;VEIC839002@istruzione.it;Non Disponibile;SESTIERE CASTELLO, 1925;VENEZIA;VENETO;www.alighierivenezia.it; 1.23498351E7;4,54E+23
201516;CENTRO;55031;B557;LUIC81600T;LUAA81602Q;IST.COMPRENSIVO DI CAMPORGIANO;FILICAIA;Non Disponibile;CAMPORGIANO;SCUOLA INFANZIA;NO;Non Disponibile;LUIC81600T@istruzione.it;Non Disponibile;VIA CAVALIERI VITTORIO VENETO;LUCCA;TOSCANA;www.ic-camporgiano.it; 1.0370916899999999E7;4,41E+15
201516;NORD OVEST;15040;L165;ALIC82200B;ALAA822018;TICINETO - DON MILANI;VITTORIO VENETO TICINETO;Non Disponibile;TICINETO;SCUOLA INFANZIA;NO;Non Disponibile;ALIC82200B@istruzione.it;Non Disponibile;VIA PASINO 25;ALESSANDRIA;PIEMONTE;www.icdonmilaniticineto.gov.it; 8553578.0;4,51E+15
201516;NORD EST;37129;L781;VRTD10000N;VRTD100503;MARCO POLO;MARCO POLO SERALE;Non Disponibile;VERONA;ISTITUTO TECNICO COMMERCIALE;NO;Non Disponibile;VRTD10000N@istruzione.it;Non Disponibile;VIA MOSCHINI 11/B;VERONA;VENETO;www.marcopolovr.gov.it; 1.0998971799999999E7;4,55E+15
201516;NORD EST;36032;D882;VIIC88700P;VIEE88701R;IC GALLIO;G. CARDUCCI;Non Disponibile;GALLIO;SCUOLA PRIMARIA;NO;Non Disponibile;VIIC88700P@istruzione.it;Non Disponibile;VIA ROMA, 1;VICENZA;VENETO;www.icgallio.gov.it; 1.1549191799999999E7;4,59E+15
201516;NORD EST;36027;H556;VIIC85700V;VIEE857022;IC ROSA' A.G.RONCALLI;ROSA' - CAPOLUOGO -;Non Disponibile;ROSA';SCUOLA PRIMARIA;NO;Non Disponibile;VIIC85700V@istruzione.it;Non Disponibile;VIA MONS. L.FILIPPI 1;VICENZA;VENETO;www.scuolerosa.it; 1.1760840000000002E7;4,57E+15
201516;NORD EST;30125;L736;VEIS026004;VEPM02601G;BENEDETTI-TOMMASEO;TOMMASEO;Non Disponibile;VENEZIA;ISTITUTO MAGISTRALE;NO;Non Disponibile;VEIS026004@istruzione.it;Non Disponibile;CASTELLO 2858;VENEZIA;VENETO;www.liceobenedetti.it; 1.2338173399999999E7;4,54E+23
201516;NORD EST;30026;G914;VEIS012006;VERC012015;GINO  LUZZATTO;L. EINAUDI;Non Disponibile;PORTOGRUARO;IST PROF PER I SERVIZI COMMERCIALI E TURISTICI;NO;Non Disponibile;VEIS012006@istruzione.it;Non Disponibile;VIA GALILEI, 5;VENEZIA;VENETO;isisluzzatto.gov.it; 1.28486717E7;4,58E+15
201516;NORD EST;36020;A154;VIIC87300R;VIEE873064;IC RAMIRO FABIANI-BARBARANO;PR. D.ALIGHIERI - ALBETTONE;Non Disponibile;ALBETTONE;SCUOLA PRIMARIA;NO;Non Disponibile;VIIC87300R@istruzione.it;Non Disponibile;PIAZZA UMBERTO I, 74;VICENZA;VENETO;www.icsbarbarano.gov.it; 1.15811057E7;4,54E+15
201516;NORD EST;35043;F382;PDIC874007;PDEE87403B;DI MONSELICE ZANELLATO;MONSELICE - S. COSMA D.MANIN;Non Disponibile;MONSELICE;SCUOLA PRIMARIA;NO;Non Disponibile;PDIC874007@istruzione.it;Non Disponibile;PIAZZA D.D. FAVERO, 1;PADOVA;VENETO;www.zanellato-ics.it; 1.1792487999999998E7;4,52E+14
201516;NORD EST;30172;L736;VEIC87200N;VEAA87202G;I.C. C. GIULIO  CESARE;G. CESARE;Non Disponibile;VENEZIA;SCUOLA INFANZIA;NO;Non Disponibile;VEIC87200N@istruzione.it;Non Disponibile;VIA P.KOLBE;VENEZIA;VENETO;www.scuolagiuliocesare.net/; 1.2244571299999999E7;4,55E+15
201516;NORD EST;31016;C992;TVIC825004;TVMM825015;IC CORDIGNANO I. NIEVO;SMS CORDIGNANO (IC);Non Disponibile;CORDIGNANO;SCUOLA PRIMO GRADO;NO;Non Disponibile;TVIC825004@istruzione.it;Non Disponibile;VIA VITTORIO VENETO, 12;TREVISO;VENETO;www.iccordignano.it; 1.241378E7;4,59E+13
201516;NORD EST;37053;C498;VRIC85500G;VRAA85502D;IC CEREA;CHERUBINE DI CEREA;Non Disponibile;CEREA;SCUOLA INFANZIA;NO;Non Disponibile;VRIC85500G@istruzione.it;Non Disponibile;VIA FRANCESCO PETRARCA, 19;VERONA;VENETO;www.icsommariva.gov.it; 1.1244219700000003E7;4,52E+15
201516;NORD OVEST;13032;A466;VCIC80100A;VCIC80100A;ISTITUTO COMPRENSIVO ASIGLIANO;ISTITUTO COMPRENSIVO ASIGLIANO;Non Disponibile;ASIGLIANO VERCELLESE;ISTITUTO COMPRENSIVO;SI;Non Disponibile;VCIC80100A@istruzione.it;vcic80100a@pec.istruzione.it;PIAZZA VITTORIO VENETO;VERCELLI;PIEMONTE;Non Disponibile; 8407690.9;4,53E+15
201516;NORD EST;37021;B073;VRIC845001;VRIC845001;IC BOSCO CHIESANUOVA;IC BOSCO CHIESANUOVA;Non Disponibile;BOSCO CHIESANUOVA;ISTITUTO COMPRENSIVO;SI;Non Disponibile;VRIC845001@istruzione.it;vric845001@pec.istruzione.it;PIAZZETTA ALPINI 5;VERONA;VENETO;Non Disponibile; 1.1035797799999999E7;4,56E+15
201516;NORD EST;37031;E284;VRIC852004;VRMM852026;IC LAVAGNO;ILLASI - G. ZAMBONI;Non Disponibile;ILLASI;SCUOLA PRIMO GRADO;NO;Non Disponibile;VRIC852004@istruzione.it;Non Disponibile;VIALE      DELLA RIMEMBRANZA;VERONA;VENETO;www.istitutolavagno.govit; 1.11806062E7;4,55E+23
201516;NORD EST;37050;A737;VRIC85300X;VREE853012;IC CALDIERO;BELFIORE D.ALIGHIERI;Non Disponibile;BELFIORE;SCUOLA PRIMARIA;NO;Non Disponibile;VRIC85300X@istruzione.it;Non Disponibile;PIAZZA DELLA REPUBBLICA, 1;VERONA;VENETO;www.iccaldiero.gov.it/website/; 1.073471E7;4,54E+13
201516;NORD EST;45010;H573;ROIC802006;ROAA802024;LOREO;GIANNI RODARI-VOLTO DI ROSOLINA;Non Disponibile;ROSOLINA;SCUOLA INFANZIA;NO;Non Disponibile;ROIC802006@istruzione.it;Non Disponibile;VIA ALDO MORO, 9;ROVIGO;VENETO;www.icloreo.it; 1.22468504E7;4,51E+15
201516;NORD EST;36054;F442;VIIC856003;VIIC856003;IC MONTEBELLO VICENTINO;IC MONTEBELLO VICENTINO;Non Disponibile;MONTEBELLO VICENTINO;ISTITUTO COMPRENSIVO;SI;Non Disponibile;VIIC856003@istruzione.it;viic856003@pec.istruzione.it;VIA G. GENTILE, 7;VICENZA;VENETO;Non Disponibile; 1.14426674E7;4,55E+15
201516;NORD EST;36100;L840;VIIC839009;VIEE83903D;IC VICENZA  4 -  BAROLINI;IC VICENZA 4 - G.B. TIEPOLO;Non Disponibile;VICENZA;SCUOLA PRIMARIA;NO;Non Disponibile;VIIC839009@istruzione.it;Non Disponibile;VIA PALEMONE;VICENZA;VENETO;www.ic4barolini.it; 1.15717885E7;4,55E+15
201516;NORD EST;30010;B493;VEIC816009;VEEE81603D;ALDO MORO;F.LLI BANDIERA;Non Disponibile;CAMPAGNA LUPIA;SCUOLA PRIMARIA;NO;Non Disponibile;VEIC816009@istruzione.it;Non Disponibile;VIA MARZABOTTO  68;VENEZIA;VENETO;www.aldomorocampagnalupia.gov.it; 1.21295513E7;4,54E+15
201516;NORD EST;30014;C383;VEIC85500X;VEEE855056;I.C. CAVARZERE;SCUOLA PRIMARIA VIA PIAVE T.P.;Non Disponibile;CAVARZERE;SCUOLA PRIMARIA;NO;Non Disponibile;VEIC85500X@istruzione.it;Non Disponibile;VIA PIAVE, 37;VENEZIA;VENETO;www.comprensivocavarzere.it; 1.2079533000000002E7;4,51E+14
201516;NORD EST;32100;A757;BLIS01200T;BLSL01250D;T. CATULLO;CATULLO- CORSO  SERALE ARTISTICO;Non Disponibile;BELLUNO;LICEO ARTISTICO;NO;Non Disponibile;BLIS01200T@istruzione.it;Non Disponibile;VIA GARIBALDI, 10;BELLUNO;VENETO;www.istitutocatullo.it; 1.22130998E7;4,61E+23
201516;NORD EST;36071;A459;VIIC885003;VIMM885014;IC 1 ARZIGNANO;ZANELLA;Non Disponibile;ARZIGNANO;SCUOLA PRIMO GRADO;NO;Non Disponibile;VIIC885003@istruzione.it;Non Disponibile;VIA BONAZZI, 14;VICENZA;VENETO;www.ics1arzignano.gov.it; 1.13309719E7;4,55E+15
201516;NORD EST;36022;C037;VIIC85800P;VIEE85801R;IC CASSOLA -  MARCONI;SCUOLA PRIMARIA S. G. BOSCO;Non Disponibile;CASSOLA;SCUOLA PRIMARIA;NO;Non Disponibile;VIIC85800P@istruzione.it;Non Disponibile;VIA MARINI;VICENZA;VENETO;www comprensivocassola.gov.it; 1.1806999399999999E7;4,57E+14
201516;NORD EST;36075;F464;VIIS007002;VIIS007002;IS S. CECCATO MONTECCHIO M.;IS S. CECCATO MONTECCHIO M.;Non Disponibile;MONTECCHIO MAGGIORE;ISTITUTO SUPERIORE;SI;Non Disponibile;VIIS007002@istruzione.it;viis007002@pec.istruzione.it;PIAZZALE COLLODI, 7;VICENZA;VENETO;www.iismontecchio.it; 1.143316E7;4,55E+14
201516;NORD EST;30125;L736;VEMM161005;VECT70000L;CPIA DI VENEZIA;CTP VENEZIA INSULARE;Non Disponibile;VENEZIA;CENTRO TERRITORIALE;NO;Non Disponibile;VEMM161005@istruzione.it;Non Disponibile;S. CROCE 1882;VENEZIA;VENETO;Non Disponibile; 1.2329099999999998E7;4,54E+13
201516;NORD EST;30122;L736;VEIS026004;VEIS026004;BENEDETTI-TOMMASEO;BENEDETTI-TOMMASEO;Non Disponibile;VENEZIA;ISTITUTO SUPERIORE;SI;Non Disponibile;VEIS026004@istruzione.it;VEIS026004@pec.istruzione.it;SESTIERE DI CASTELLO N. 2835;VENEZIA;VENETO;www.itisdavinci.it; 1.2338173399999999E7;4,54E+23
201516;NORD EST;35020;A161;PDIC895008;PDEE89507L;ALBIGNASEGO;ALBIGNASEGO L. DA VINCI;Non Disponibile;ALBIGNASEGO;SCUOLA PRIMARIA;NO;Non Disponibile;PDIC895008@istruzione.it;Non Disponibile;VIA S.TOMMASO 30;PADOVA;VENETO;www.icalbignasego.gov.it; 1.1864260299999999E7;4,53E+15
201516;NORD EST;32042;B375;BLIC808002;BLMM808024;IC DOMEGGE;B. TOFFOLI CALALZO DI CAD.;Non Disponibile;CALALZO DI CADORE;SCUOLA PRIMO GRADO;NO;Non Disponibile;BLIC808002@istruzione.it;Non Disponibile;VIA LAGOLE;BELLUNO;VENETO;www.istitutocomprdomegge.gov.it; 1.2387699100000001E7;4,64E+23
201516;NORD EST;35026;C964;PDIS003009;PDPS00302R;CATTANEO-MATTEI;L.S. MATTEI (S.A. IS MONSELICE-CONSELVE);Non Disponibile;CONSELVE;LICEO SCIENTIFICO;NO;Non Disponibile;PDIS003009@istruzione.it;Non Disponibile;VIA L.TRAVERSO 6;PADOVA;VENETO;www.iscattaneo.it; 1.1874369999999998E7;4,52E+13
