CAPSCUOLA;CODICEISTITUTORIFERIMENTO;CODICESCUOLA;DENOMINAZIONEISTITUTORIFERIMENTO;DENOMINAZIONESCUOLA;DESCRIZIONECOMUNE;DESCRIZIONETIPOLOGIAGRADOISTRUZIONESCUOLA;INDIRIZZOEMAILSCUOLA;INDIRIZZOSCUOLA;PROVINCIA;REGIONE;SITOWEBSCUOLA; LONGITUDINE; LATITUDINE
32032;BLPS020006;BLPS020006;LICEO SCIENTIFICO G. DAL PIAZ;LICEO SCIENTIFICO G. DAL PIAZ;FELTRE;LICEO SCIENTIFICO;BLPS020006@istruzione.it;VIA        BOSCARIZ 2;BELLUNO;VENETO;www.liceodalpiaz.gov.it;11.9039081;46.0219422
45100;ROIC82000Q;ROEE82001T;ROVIGO 1;PASCOLI GIOVANNI - ROVIGO;ROVIGO;SCUOLA PRIMARIA;ROIC82000Q@istruzione.it;VIA DEL TINTORETTO 1;ROVIGO;VENETO;www.icrovigo1.gov.it;11.7895148;45.0754341
30023;VEIC818001;VEAA81803X;RUFINO TURRANIO;BRUNO MUNARI;CONCORDIA SAGITTARIA;SCUOLA INFANZIA;VEIC818001@istruzione.it;VIA IULIA67 CONCORDIA SAGITTARIA;VENEZIA;VENETO;www.icturranio.it;12.8410996;45.7613518
36100;VIIC871005;VIIC871005;IC VICENZA 1 - CONTRA  BURCI;IC VICENZA 1 - CONTRA  BURCI;VICENZA;ISTITUTO COMPRENSIVO;VIIC871005@istruzione.it;CONTRA BURCI 20;VICENZA;VENETO;Non Disponibile;11.551225;45.5442416
36045;VIIC814001;VIAA814041;IC A. PALLADIO - POIANA;GIOVANNI XXIII  - ALONTE -;ALONTE;SCUOLA INFANZIA;VIIC814001@istruzione.it;VIA BEDESCHI 1;VICENZA;VENETO;icspojana.gov.it;11.4281218;45.3663008
45030;ROIC803002;ROIC803002;OCCHIOBELLO;OCCHIOBELLO;OCCHIOBELLO;ISTITUTO COMPRENSIVO;ROIC803002@istruzione.it;VIA M.L.KING N.3;ROVIGO;VENETO;Non Disponibile;11.6086584;44.8992287
36015;VITD030008;VITD030008;ITCG  L. E V. PASINI;ITCG  L. E V. PASINI;SCHIO;IST TEC COMMERCIALE E PER GEOMETRI;VITD030008@istruzione.it;VIA TITO LIVIO 1;VICENZA;VENETO;www.istitutopasini.gov.it;11.3637266;45.7178665
35031;PDIC85000P;PDEE85004X;ISTIT. COMPRENS. ABANO TERME;ABANO- GIOVANNI XXIII;ABANO TERME;SCUOLA PRIMARIA;PDIC85000P@istruzione.it;VIA BUSONERA 63;PADOVA;VENETO;www.icsabano.it;11.7796805;45.3502003
35029;PDIC89900G;PDEE89902P;IC PIOVE DI SACCO 2;PONTELONGO-MONTESSORI;PONTELONGO;SCUOLA PRIMARIA;PDIC89900G@istruzione.it;L.GO CAVALIERI VITTORIO VENETO;PADOVA;VENETO;www.ics2davila.it;12.0197157;45.2504981
31029;TVIS00700P;TVTF00751L;IS VITTORIO V. CITTA' D.VITTORIA;ITIS SERALE(S.C.I.S. VITTRIO V.));VITTORIO VENETO;ISTITUTO TECNICO INDUSTRIALE;TVIS00700P@istruzione.it;VIA CAVOUR N.1;TREVISO;VENETO;www.iisvittorioveneto.gov.it;12.2955202;45.8855138
31015;TVIC86900T;TVAA86901P;IC CONEGLIANO 1 GRAVA;SCUOLA INFANZIA CAMPOLONGO;CONEGLIANO;SCUOLA INFANZIA;TVIC86900T@istruzione.it;VIA S. FRANCESCO 28;TREVISO;VENETO;www.icconegliano1grava.gov.it;12.3037867;45.8728087
31100;TVIC87200N;TVEE87202R;IC TREVISO 3  G.G.FELISSENT;N. TOMMASEO;TREVISO;SCUOLA PRIMARIA;TVIC87200N@istruzione.it;VIA CAVINI 20;TREVISO;VENETO;www.ic3felissent.gov.it;12.24071;45.65308
37066;VRIC85400Q;VREE85403X;IC  SOMMACAMPAGNA;CUSTOZA TAMBURINO SARDO;SOMMACAMPAGNA;SCUOLA PRIMARIA;VRIC85400Q@istruzione.it;STRADA NUOVA 23;VERONA;VENETO;www.icsommacampagna.gov.it;10.7969116;45.376956
45025;ROIC81200R;ROEE81201V;FRATTA POLESINE;OROBONI ANTONIO - FRATTA POL.;FRATTA POLESINE;SCUOLA PRIMARIA;ROIC81200R@istruzione.it;VIA GIOVANNI PASCOLI 10;ROVIGO;VENETO;www.icfrattapolesine.gov.it;11.6456092;45.0277997
30133;VEIC839002;VEEE839014;DANTE ALIGHIERI;DUCA D'AOSTA;VENEZIA;SCUOLA PRIMARIA;VEIC839002@istruzione.it;GIUDECCA 373;VENEZIA;VENETO;www.alighierivenezia.eu;12.3283603;45.2628553
35010;PDIC859005;PDAA859012;ISTITUTO COMPRENSIVO  STATALE;ARCOBALENO;SAN GIORGIO IN BOSCO;SCUOLA INFANZIA;PDIC859005@istruzione.it;PIAZZA 29 APRILE 178;PADOVA;VENETO;ICSANGIORGIOINBOSCO.IT;11.8319199;45.6048828
31030;TVIC82300C;TVEE82301E;IC CASIER;DANTE ALIGHIERI;CASIER;SCUOLA PRIMARIA;TVIC82300C@istruzione.it;VIA E. FERMI 11;TREVISO;VENETO;www.iccasier.gov.it;11.8748539;45.690272
45023;ROIC811001;ROMM811023;COSTA DI ROVIGO;VIRGILIO - COSTA DI ROVIGO;COSTA DI ROVIGO;SCUOLA PRIMO GRADO;ROIC811001@istruzione.it;VIALE VITT. EMANUELE II204;ROVIGO;VENETO;www.iccostadirovigo.it;11.6961087;45.0463953
36070;VIIC885003;VIEE885048;IC 1 ARZIGNANO;NOGAROLE VIC.NO;NOGAROLE VICENTINO;SCUOLA PRIMARIA;VIIC885003@istruzione.it;VIA DEGLI ALPINI 9;VICENZA;VENETO;www.ics1arzignano.gov.it;11.2896053;45.5600802
30026;VEPC050007;VEPC050007;XXV APRILE;XXV APRILE;PORTOGRUARO;LICEO CLASSICO;VEPC050007@istruzione.it;VIA MARTIRI N. 13;VENEZIA;VENETO;www.liceoxxv.gov.it;12.838234;45.7778102
30020;VEIS021001;VERI02101L;C. SCARPA - E. MATTEI;E. MATTEI;FOSSALTA DI PIAVE;IST PROF INDUSTRIA E ARTIGIANATO;VEIS021001@istruzione.it;VIA D. CESARO 4;VENEZIA;VENETO;www.scarpamattei.it;12.5133697;45.6436098
32045;BLIC82500Q;BLIC82500Q;IC S. STEFANO DI CADORE;IC S. STEFANO DI CADORE;SANTO STEFANO DI CADORE;ISTITUTO COMPRENSIVO;BLIC82500Q@istruzione.it;P.LE VOLONTARI DELLA LIBERTA' 5;BELLUNO;VENETO;Non Disponibile;12.55459;46.55806
36024;VIIC87300R;VIEE873031;IC RAMIRO FABIANI-BARBARANO;PR. EUROPA -MOSSANO;MOSSANO;SCUOLA PRIMARIA;VIIC87300R@istruzione.it;VIA G. GARIBALDI 2;VICENZA;VENETO;www.icsbarbarano.gov.it;11.5563812;45.4190581
32036;BLIC83200V;BLMM83201X;IC  SEDICO;SMS UGO FOSCOLO - SEDICO;SEDICO;SCUOLA PRIMO GRADO;BLIC83200V@istruzione.it;VIA        BELVEDERE;BELLUNO;VENETO;www.comprensivosedico-sospirolo.gov.it;12.0911586;46.1079273
30175;VEIC87100T;VEAA87101P;I.C.   C.BASEGGIO;PARCO FERROVIARIO G.RODARI;VENEZIA;SCUOLA INFANZIA;VEIC87100T@istruzione.it;VIA PARCO FERROVIARIO;VENEZIA;VENETO;www.icbaseggio.gov.it;12.2092459;45.4800875
37047;VRIC8AA00T;VRIC8AA00T;IC 02 SAN BONIFACIO;IC 02 SAN BONIFACIO;SAN BONIFACIO;ISTITUTO COMPRENSIVO;VRIC8AA00T@istruzione.it;PIAZ.LE MICHELANGELO 1;VERONA;VENETO;Non Disponibile;11.29832;45.3950419
37050;VRIC85300X;VRMM853022;IC CALDIERO;BELFIORE;BELFIORE;SCUOLA PRIMO GRADO;VRIC85300X@istruzione.it;VIA        DEGLI ALPINI  4;VERONA;VENETO;www.iccaldiero.gov.it/website/;11.1527008;45.3255763
37121;VRMM136004;VRCT71000V;CPIA DI VERONA;C.T.P. VR 18 VERONETTA PORTO;VERONA;CENTRO TERRITORIALE;VRMM136004@istruzione.it;VIA G.TREZZA 13;VERONA;VENETO;Non Disponibile;11.0054121;45.4406725
45020;ROIC81200R;ROAA81201N;FRATTA POLESINE;VITT. DA FELTRE - FRAZ. BORNIO;VILLANOVA DEL GHEBBO;SCUOLA INFANZIA;ROIC81200R@istruzione.it;VIA DANTE ALIGHIERI 8;ROVIGO;VENETO;www.icfrattapolesine.gov.it;11.6596011;45.0784869
36035;VIIC85400B;VIIC85400B;IC MARANO VICENTINO;IC MARANO VICENTINO;MARANO VICENTINO;ISTITUTO COMPRENSIVO;VIIC85400B@istruzione.it;P.ZZA SILVA 68;VICENZA;VENETO;Non Disponibile;11.4291545;45.6922921
30122;VEIS01600D;VETD01601Q;FRANCESCO  ALGAROTTI;P. SARPI;VENEZIA;ISTITUTO TECNICO COMMERCIALE;VEIS01600D@istruzione.it;CASTELLO  2821/ C;VENEZIA;VENETO;www.istitutoalgarotti.it;12.3381734;45.4373891
36010;VIIC850004;VIMM850015;I.C.S. DON BOSCO;SCUOLA SEC. I GR. CAVAZZALE;MONTICELLO CONTE OTTO;SCUOLA PRIMO GRADO;VIIC850004@istruzione.it;VIA VIVALDI 2;VICENZA;VENETO;www.icmonticello.it;11.5726225;45.6032583
36027;VIIC85700V;VIEE857044;IC ROSA' A.G.RONCALLI;ROSA' - S. ANNA -;ROSA';SCUOLA PRIMARIA;VIIC85700V@istruzione.it;VIA NUOVA 8;VICENZA;VENETO;www.scuolerosa.it;11.7296599;45.7081305
30174;VEIC875005;VEAA875012;I.C.  L.SPALLANZANI;MARGOTTI;VENEZIA;SCUOLA INFANZIA;VEIC875005@istruzione.it;VIA DE NICOLA 2;VENEZIA;VENETO;www.spallanzanimestre5.gov.it;12.25699;45.50883
30015;VEIS02200R;VEIS02200R;CESTARI-RIGHI;CESTARI-RIGHI;CHIOGGIA;ISTITUTO SUPERIORE;VEIS02200R@istruzione.it;BORGO SAN GIOVANNI N.  12/A;VENEZIA;VENETO;www.itisdavinci.it;12.8397983;45.4896374
32020;BLIC80900T;BLMM80902X;IC  MEL MARCO DA MELO;LENTIAI;LENTIAI;SCUOLA PRIMO GRADO;BLIC80900T@istruzione.it;VIA        GALILEI;BELLUNO;VENETO;www.comprensivomel.it;12.0178819;46.0450956
35013;PDIS01300X;PDPS01301A;IIS T.LUCREZIO CARO-CITTADELLA;L.SC/CL.(S.A CARO)-CITTADELLA;CITTADELLA;LICEO SCIENTIFICO;PDIS01300X@istruzione.it;VIA ALFIERI58;PADOVA;VENETO;www.liceolucreziocaro.it;11.7780281;45.6441508
36025;VIIS00400E;VITF004013;IS   U. MASOTTO;ITI DA VINCI;NOVENTA VICENTINA;ISTITUTO TECNICO INDUSTRIALE;VIIS00400E@istruzione.it;VIA VERONESE3;VICENZA;VENETO;www.istitutomasotto.gov.it;11.4184622;45.499766
36030;VIIC82500B;VIEE82502E;IC LUGO DI VICENZA NODARI;LUGO DI VICENZA - CAPOLUOGO;LUGO DI VICENZA;SCUOLA PRIMARIA;VIIC82500B@istruzione.it;VIA MATTEOTTI 28;VICENZA;VENETO;www.icslugodivicenza.gov.it/;11.3899812;45.6887135
35121;PDIC88000E;PDMM88002L;II IC DI PADOVA ARDIGO';MAMELI - PASCOLI;PADOVA;SCUOLA PRIMO GRADO;PDIC88000E@istruzione.it;VIA AGNUSDEI19;PADOVA;VENETO;www.istitutocomprensivopadovadue.it;11.8840434;45.4054353
37044;VRIC89300A;VREE89301C;IC COLOGNA VENETA;COLOGNA VITTORIO EMANUELE II;COLOGNA VENETA;SCUOLA PRIMARIA;VRIC89300A@istruzione.it;VIA VERDI 18;VERONA;VENETO;www.iccolognaveneta.gov.it;11.3811773;45.3058576
30015;VEIC85000R;VEAA85002P;I.C. CHIOGGIA 3;VALLI;CHIOGGIA;SCUOLA INFANZIA;VEIC85000R@istruzione.it;PIAZZA NATIVITA';VENEZIA;VENETO;www.chioggia3.it;12.1926539;45.2237068
30038;VEIC86000B;VEAA860018;I.C. SPINEA 1;FRATELLI GRIMM;SPINEA;SCUOLA INFANZIA;VEIC86000B@istruzione.it;VIA DONIZETTI;VENEZIA;VENETO;www.istitutocomprensivospinea1.gov.it;12.1652121;45.4874598
37131;VRIC89000V;VRMM89001X;IC VR 15 BORGO VENEZIA;VR N.15 - FINCATO ROSANI;VERONA;SCUOLA PRIMO GRADO;VRIC89000V@istruzione.it;VIA        BADILE              95;VERONA;VENETO;www.comprensivovr15.it;11.0297839;45.4413866
36053;VIIC856003;VIEE856026;IC MONTEBELLO VICENTINO;GAMBELLARA CAP.;GAMBELLARA;SCUOLA PRIMARIA;VIIC856003@istruzione.it;VIA BORGOLECCO 117;VICENZA;VENETO;www.ic-montebello.gov.it;11.3378089;45.4577637
36100;VIIC84000D;VIAA84002B;IC VICENZA 3 - V. SCAMOZZI;IC VICENZA 3 - AGAZZI;VICENZA;SCUOLA INFANZIA;VIIC84000D@istruzione.it;VIA TORMENO 28;VICENZA;VENETO;www.scamozzi.gov.it;11.564379;45.5115907
35132;PDIC882006;PDIC882006;V IC DI PADOVA DONATELLO;V IC DI PADOVA DONATELLO;PADOVA;ISTITUTO COMPRENSIVO;PDIC882006@istruzione.it;V.PIEROBON 19/B;PADOVA;VENETO;Non Disponibile;11.8916534;45.4284846
35020;PDIC825002;PDAA82501V;ISTITUTO COMPRENSIVO  LEGNARO;LEGNARO LOC.VOLPARO;LEGNARO;SCUOLA INFANZIA;PDIC825002@istruzione.it;VIA DUE GIUGNO 173;PADOVA;VENETO;istitutocomprensivolegnaro.it;11.9630281;45.321154
30030;VEIC83000G;VEEE83003Q;GIOVANNI XXIII;LEONARDO DA VINCI;PIANIGA;SCUOLA PRIMARIA;VEIC83000G@istruzione.it;VIA PATRIARCATO;VENEZIA;VENETO;www.icpianiga.gov.it;12.0335061;45.4642605
31021;TVIC87800L;TVEE87802Q;IC MOGLIANO 1;G.B. PIRANESI;MOGLIANO VENETO;SCUOLA PRIMARIA;TVIC87800L@istruzione.it;VIA DE GASPERI 8;TREVISO;VENETO;www.istitutocomprensivo1@moglianoveneto.it;12.238135;45.563479
31030;TVIC84400D;TVEE84402L;IC ALTIVOLE;GIOVANNI XXIII;ALTIVOLE;SCUOLA PRIMARIA;TVIC84400D@istruzione.it;VIA J. KENNEDY;TREVISO;VENETO;www.icaltivole.it;11.9337067;45.7107503
35020;PDIC89400C;PDAA89403B;NICOLO' TOMMASEO;SCUOLA INFANZIA F.GARBIN;ARRE;SCUOLA INFANZIA;PDIC89400C@istruzione.it;VIA ROMA  92;PADOVA;VENETO;www.ictommaseo.gov.it;11.86909;45.35324
30031;VERH03000V;VERH03000V;C. MUSATTI;C. MUSATTI;DOLO;IST PROF PER I SERVIZI ALBERGHIERI E RISTORAZIONE;VERH03000V@istruzione.it;VIA RINASCITA 3;VENEZIA;VENETO;www.musatti.venezia.provincia.it;12.0786451;45.4275106
35043;PDIC874007;PDEE87406E;DI MONSELICE ZANELLATO;MONSELICE - D. VALERI;MONSELICE;SCUOLA PRIMARIA;PDIC874007@istruzione.it;VIA DEL CARMINE 4;PADOVA;VENETO;www.zanellato-ics.it;11.737378;45.2462019
35040;PDIC87700P;PDEE87703V;DI CASALE SCODOSIA SCULDASCIA;CASTELBALDO-ROSA;CASTELBALDO;SCUOLA PRIMARIA;PDIC87700P@istruzione.it;P.ZZA DELLA RESISTENZA 1B;PADOVA;VENETO;www.icsculdascia.it;11.4519391;45.1205673
35030;PDIC89800Q;PDIC89800Q;SELVAZZANO DENTRO II;SELVAZZANO DENTRO II;SELVAZZANO DENTRO;ISTITUTO COMPRENSIVO;PDIC89800Q@istruzione.it;VIA CESAROTTI 1/A;PADOVA;VENETO;Non Disponibile;11.782959;45.3942243
31012;TVIC817005;TVMM817027;IC CAPPELLA MAGGIORE;SMS ZANELLA CAPPELLA MAGG.(I.C);CAPPELLA MAGGIORE;SCUOLA PRIMO GRADO;TVIC817005@istruzione.it;VIA        LIVEL               101;TREVISO;VENETO;www.iccappellamaggiore.gov.it;12.3494446;45.9708513
31030;TVIC875005;TVEE875028;IC RONCADE;ANDREA MUSALO;RONCADE;SCUOLA PRIMARIA;TVIC875005@istruzione.it;VIA DARY 17;TREVISO;VENETO;www.icroncade.it;12.3611581;45.6484678
31047;TVIC861007;TVEE86102A;IC PONTE DI PIAVE;ANTONIO FOGAZZARO;PONTE DI PIAVE;SCUOLA PRIMARIA;TVIC861007@istruzione.it;VIA DELLA VITTORIA 56;TREVISO;VENETO;www.pontepiavescuole.it;12.48456;45.74083
37038;VRIC86100V;VRIC86100V;IC SOAVE;IC SOAVE;SOAVE;ISTITUTO COMPRENSIVO;VRIC86100V@istruzione.it;VIALE      VITTORIA            93;VERONA;VENETO;Non Disponibile;11.24787;45.414998
37029;VRIC86900D;VRAA86902B;IC S.PIETRO IN CARIANO;SCUOLA MATERNA BURE;SAN PIETRO IN CARIANO;SCUOLA INFANZIA;VRIC86900D@istruzione.it;VIA DON CALABRIA 16;VERONA;VENETO;WWW.ICSANPIETROINCARIANO.GOV.IT;10.872843;45.5256548
45100;ROIC81900G;ROEE81906V;ROVIGO 4;COL.ANGELO MILAN -GRIGNANO POL.;ROVIGO;SCUOLA PRIMARIA;ROIC81900G@istruzione.it;VIA PONTE MERLO 45A;ROVIGO;VENETO;www.comprensivorovigo4.it;11.74674;45.04342
30175;VEIC870002;VEIC870002;I.C. F. GRIMANI;I.C. F. GRIMANI;VENEZIA;ISTITUTO COMPRENSIVO;VEIC870002@istruzione.it;VIA CANAL  N. 5;VENEZIA;VENETO;Non Disponibile;12.2230876;45.4763076
30022;VEIC80500V;VEMM80501X;GUGLIELMO MARCONI;SC. SEC. 1 GR. G. MARCONI;CEGGIA;SCUOLA PRIMO GRADO;VEIC80500V@istruzione.it;VIA D.ALIGHIERI 277;VENEZIA;VENETO;www.marconiceggia.gov.it;12.6336909;45.6851754
36060;VIIC88900A;VIMM88901B;IC - ROMANO D'EZZELINO;SMS MONTE GRAPPA- ROMANO D'EZZ.;ROMANO D'EZZELINO;SCUOLA PRIMO GRADO;VIIC88900A@istruzione.it;VIA GENERALE G. GIARDINO;VICENZA;VENETO;www.icromano.gov.it;11.7691638;45.7784721
36100;VIIC871005;VIAA871012;IC VICENZA 1 - CONTRA  BURCI;IC 1 VICENZA - BURCI;VICENZA;SCUOLA INFANZIA;VIIC871005@istruzione.it;CONTRA BURCI  22;VICENZA;VENETO;www.istitutocomprensivo1vicenza.it;11.5511266;45.5446455
36061;VITD05000D;VITD05050V;ITET LUIGI EINAUDI;ITET LUIGI EINAUDI- SERALE -BASSANO;BASSANO DEL GRAPPA;ISTITUTO TECNICO COMMERCIALE;VITD05000D@istruzione.it;VIA S. TOMMASO D'AQUINO 8;VICENZA;VENETO;www.einaudibassano.it;11.733457;45.753357
30026;VEIS012006;VETD01201C;GINO  LUZZATTO;G. LUZZATTO;PORTOGRUARO;ISTITUTO TECNICO COMMERCIALE;VEIS012006@istruzione.it;VIA GALILEI 5;VENEZIA;VENETO;isisluzzatto.gov.it;12.8486717;45.7803418
30015;VEIC85200C;VEIC85200C;I.C. CHIOGGIA 5;I.C. CHIOGGIA 5;CHIOGGIA;ISTITUTO COMPRENSIVO;VEIC85200C@istruzione.it;VIA TIRRENO 98;VENEZIA;VENETO;Non Disponibile;12.295397;45.2068091
32040;BLIC82500Q;BLAA82505R;IC S. STEFANO DI CADORE;INFANZIA COMELICO SUPERIORE;COMELICO SUPERIORE;SCUOLA INFANZIA;BLIC82500Q@istruzione.it;VIA GIOVANNI PAOLO I 31;BELLUNO;VENETO;www.icsantostefanodicadore.it;12.5102563;46.5907083
31100;TVSL01000R;TVSL01000R;LA TREVISO;LA TREVISO;TREVISO;LICEO ARTISTICO;TVSL01000R@istruzione.it;VIA SANTA CATERINA 10;TREVISO;VENETO;liceoartisticotreviso.it;12.250339;45.6666908
31030;TVIC838006;TVMM838017;IC SPRESIANO;SMS  ARCADE (IC SPRESIANO);ARCADE;SCUOLA PRIMO GRADO;TVIC838006@istruzione.it;VIA        MARANGONA 22;TREVISO;VENETO;www.icspresiano.it;12.22203;45.78249
36100;VIIC868009;VIIC868009;IC VICENZA 7 - VIALE  FIUME;IC VICENZA 7 - VIALE  FIUME;VICENZA;ISTITUTO COMPRENSIVO;VIIC868009@istruzione.it;VIALE  FIUME 97;VICENZA;VENETO;Non Disponibile;11.5598639;45.5643564
36100;VIIC870009;VIEE87003D;IC VICENZA 5;IC VICENZA 5 - G.GIUSTI;VICENZA;SCUOLA PRIMARIA;VIIC870009@istruzione.it;CONTRA' S. MARIA NOVA 7;VICENZA;VENETO;www.icvicenza5.gov.it;11.5370104;45.5485743
35141;PDIC887009;PDMM88701A;XI IC DI PADOVA  VIVALDI;A. VIVALDI - XI I.C.;PADOVA;SCUOLA PRIMO GRADO;PDIC887009@istruzione.it;VIA CHIETI 3;PADOVA;VENETO;www.icvivaldi.it;11.86503;45.38773
35030;PDIC858009;PDAA858016;DI CERVARESE SANTA CROCE;CERVARESE FOSSONA-LE GINESTRE;CERVARESE SANTA CROCE;SCUOLA INFANZIA;PDIC858009@istruzione.it;VIA SAN ROCCO;PADOVA;VENETO;www.comprensivocervarese.it;11.6874576;45.4224546
31020;TVIC841002;TVIC841002;IC SERNAGLIA DELLA BATTAGLIA;IC SERNAGLIA DELLA BATTAGLIA;SERNAGLIA DELLA BATTAGLIA;ISTITUTO COMPRENSIVO;TVIC841002@istruzione.it;VIALE RIMEMBRANZA 7;TREVISO;VENETO;Non Disponibile;12.13385;45.87185
31037;TVIC824008;TVEE82401A;IC LORIA E CASTELLO DI GODEGO;ANGELO MARCHESAN - RAMON;LORIA;SCUOLA PRIMARIA;TVIC824008@istruzione.it;VIA MARCHESAN 1;TREVISO;VENETO;www.icloria.it;11.865;45.71456
37133;VRIC88900P;VREE88903V;IC VR 18 VERONETTA- PORTO;MAGGI G.;VERONA;SCUOLA PRIMARIA;VRIC88900P@istruzione.it;VIA MARCONCINI 18;VERONA;VENETO;www.comprensivovr18.it;11.0175315;45.4330882
37053;VRIC85500G;VREE85506V;IC CEREA;CEREA ALIGHIERI DANTE;CEREA;SCUOLA PRIMARIA;VRIC85500G@istruzione.it;VIA S. VITO15;VERONA;VENETO;icsommariva.gov.it;11.202575;45.1931827
45011;ROIC81400C;ROIC81400C;ADRIA DUE;ADRIA DUE;ADRIA;ISTITUTO COMPRENSIVO;ROIC81400C@istruzione.it;VIA RAGAZZI DEL '99 N. 28;ROVIGO;VENETO;Non Disponibile;12.05695;45.061239
37044;VRIC89300A;VREE89302D;IC COLOGNA VENETA;S. ANDREA;COLOGNA VENETA;SCUOLA PRIMARIA;VRIC89300A@istruzione.it;VIA S.ANDREA 27;VERONA;VENETO;www.iccolognaveneta.gov.it;11.4050264;45.3063434
37030;VRIC860003;VREE860037;IC TREGNAGO - BADIA CALAVENA;BADIA CALAVENA;BADIA CALAVENA;SCUOLA PRIMARIA;VRIC860003@istruzione.it;PIAZZA MERCATO 30;VERONA;VENETO;www.ictregnago.gov.it;11.1567642;45.5626325
37100;VRIC880008;VREE88003C;IC VR 09 VALDONEGA;IST. OSPITALIERI B.GO TRENTO;VERONA;SCUOLA PRIMARIA;VRIC880008@istruzione.it;ISTITUTI OSPITALIERI;VERONA;VENETO;www.istitutocomprensivovaldonega.it;10.9854086;45.4383842
37122;VRIS01800R;VRTF018019;G. FERRARIS - E. FERMI;GALILEO FERRARIS;VERONA;ISTITUTO TECNICO INDUSTRIALE;VRIS01800R@istruzione.it;VIA        DEL PONTIERE 40;VERONA;VENETO;www.ferrarisvr.it;10.9960826;45.4334643
35136;PDIS02900D;PDPS02901X;I.I.S. P.SCALCERLE-PADOVA;L.L. (S.A.IIS P. SCALCERLE) PD;PADOVA;LICEO SCIENTIFICO;PDIS02900D@istruzione.it;VIA DELLE CAVE 174;PADOVA;VENETO;www.istituto-scalcerle.it;11.83768;45.4
36045;VIIC818008;VIEE81804D;IC LONIGO    RIDOLFI;LONIGO - CAP.;LONIGO;SCUOLA PRIMARIA;VIIC818008@istruzione.it;V.LE DELLA VITTORIA 11;VICENZA;VENETO;www.icridolfi.gov.it;11.38916;45.39064
36045;VIIC818008;VIAA818015;IC LONIGO    RIDOLFI;LONIGO- ALMISANO;LONIGO;SCUOLA INFANZIA;VIIC818008@istruzione.it;VIA CHIESA;VICENZA;VENETO;www.icridolfi.gov.it;11.3728143;45.4202285
35019;PDIC860009;PDIC860009;DI TOMBOLO;DI TOMBOLO;TOMBOLO;ISTITUTO COMPRENSIVO;PDIC860009@istruzione.it;VIA SANT'ANDREA APOSTOLO 7;PADOVA;VENETO;Non Disponibile;11.8807663;45.1419726
31040;TVIC81400N;TVAA81403L;IC VOLPAGO DEL MONTELLO;SCUOLA INFANZIA;VOLPAGO DEL MONTELLO;SCUOLA INFANZIA;TVIC81400N@istruzione.it;VIA LONGHENA N.13;TREVISO;VENETO;www.icsvolpago.it;12.12479;45.782775
45011;RORH01000C;RORH01000C;IST. PROF.ALBERGH. G. CIPRIANI - ADRIA;IST. PROF.ALBERGH. G. CIPRIANI - ADRIA;ADRIA;IST PROF PER I SERVIZI ALBERGHIERI E RISTORAZIONE;RORH01000C@istruzione.it;VIA ALDO MORO;ROVIGO;VENETO;wwwalberghieroadria.it;12.0494013;45.0505221
32100;BLIS00700A;BLPS00701R;GALILEI - TIZIANO;LICEO SCIENTIFICO GALILEI;BELLUNO;LICEO SCIENTIFICO;BLIS00700A@istruzione.it;VIA  GREGORIO XVI 33;BELLUNO;VENETO;www.liceibelluno.gov.it;12.2038966;46.1443923
30020;VEIC81900R;VEAA81901N;ANDREA  PALLADIO;FRANCESCA MORVILLO FALCONE;CAORLE;SCUOLA INFANZIA;VEIC81900R@istruzione.it;VIA DEL PASSARIN  1  - CAORLE;VENEZIA;VENETO;www.scuolacaorle.gov.it;12.8822034;45.5989075
36030;VIIC81500R;VIAA81501N;IC ALIGHIERI CALDOGNO;SCUOLA INFANZIA G. PASCOLI;CALDOGNO;SCUOLA INFANZIA;VIIC81500R@istruzione.it;VIA SUMMANO 50;VICENZA;VENETO;www.istitutocaldogno.it;11.547755;45.678622
30122;VEIC839002;VEAA83902X;DANTE ALIGHIERI;MARIA PASCOLATO;VENEZIA;SCUOLA INFANZIA;VEIC839002@istruzione.it;SESTIERE CASTELLO 4019;VENEZIA;VENETO;www.alighierivenezia.it;12.3498351;45.4388667
30100;VEIS02400C;VESL024515;M.POLO-LICEO ARTISTICO;LICEO ART. STATALE - SERALE;VENEZIA;LICEO ARTISTICO;VEIS02400C@istruzione.it;DORSODURO 1012;VENEZIA;VENETO;www.iismarcopololiceoartisticovenezia.gov.it;12.32685;45.43149
36061;VITD05000D;VITD05000D;ITET LUIGI EINAUDI;ITET LUIGI EINAUDI;BASSANO DEL GRAPPA;IST TEC COMMERCIALE E PER GEOMETRI;VITD05000D@istruzione.it;VIA S. TOMMASO D'AQUINO N. 8;VICENZA;VENETO;www.einaudibassano.gov.it;11.733457;45.753357
30016;VEIC804003;VEMM804014;GABRIELE D'ANNUNZIO;GABRIELE D'ANNUNZIO;IESOLO;SCUOLA PRIMO GRADO;VEIC804003@istruzione.it;VIALE DEL BERSAGLIERE 10;VENEZIA;VENETO;www.icgabrieledannunzio.it;12.6300037;45.5032456
35031;PDIC85000P;PDEE85003V;ISTIT. COMPRENS. ABANO TERME;ABANO-PASCOLI;ABANO TERME;SCUOLA PRIMARIA;PDIC85000P@istruzione.it;VIA VERDI 1;PADOVA;VENETO;www.icsabano.it;11.7909201;45.3665049
